User ID;Subscription Type;Monthly Revenue;Join Date;Last Payment Date;Country;Age;Gender;Device;Plan Duration
629;Premium;11;12/10/2022;29/06/2023;Australia;39;Male;Tablet;9 Months
630;Basic;15;06/10/2022;30/06/2023;Germany;32;Female;Smart TV;9 Months
631;Premium;14;21/09/2022;28/06/2023;France;31;Male;Smartphone;9 Months
632;Basic;13;23/09/2022;01/07/2023;Brazil;39;Male;Smartphone;9 Months
633;Standard;12;28/09/2022;29/06/2023;Mexico;41;Female;Smartphone;9 Months
634;Standard;12;29/09/2022;29/06/2023;Spain;51;Female;Smart TV;9 Months
635;Basic;13;03/10/2022;27/06/2023;Italy;29;Male;Laptop;9 Months
636;Premium;10;28/10/2022;01/07/2023;Spain;33;Female;Smart TV;8 Months
637;Basic;12;14/11/2022;29/06/2023;Spain;51;Female;Tablet;8 Months
638;Standard;11;16/11/2022;01/07/2023;United States;38;Male;Tablet;8 Months
639;Premium;10;17/11/2022;28/06/2023;Canada;37;Female;Laptop;7 Months
640;Basic;13;20/11/2022;30/06/2023;United States;50;Female;Laptop;7 Months
641;Premium;12;21/11/2022;29/06/2023;United States;33;Male;Tablet;7 Months
642;Basic;11;19/11/2022;01/07/2023;Canada;27;Male;Laptop;7 Months
643;Standard;11;28/10/2022;27/06/2023;United Kingdom;50;Female;Smartphone;8 Months
644;Standard;15;27/10/2022;29/06/2023;Australia;47;Female;Laptop;8 Months
645;Basic;13;27/10/2022;29/06/2023;Germany;41;Male;Laptop;8 Months
646;Premium;10;27/10/2022;30/06/2023;France;49;Female;Laptop;8 Months
647;Basic;15;25/10/2022;28/06/2023;Brazil;32;Male;Smart TV;8 Months
648;Standard;10;17/10/2022;28/06/2023;Mexico;38;Female;Smartphone;8 Months
649;Premium;14;20/08/2022;29/06/2023;Spain;38;Female;Smartphone;10 Months
650;Basic;15;16/08/2022;29/06/2023;Italy;28;Female;Smart TV;11 Months
651;Premium;13;15/08/2022;29/06/2023;Spain;31;Male;Tablet;11 Months
652;Basic;14;15/08/2022;29/06/2023;Spain;39;Female;Smartphone;11 Months
653;Standard;11;29/07/2022;29/06/2023;United States;28;Female;Smartphone;11 Months
654;Standard;12;17/07/2022;28/06/2023;Canada;30;Female;Smartphone;12 Months
655;Basic;11;26/07/2022;29/06/2023;United States;42;Male;Tablet;11 Months
656;Premium;14;31/07/2022;29/06/2023;United States;33;Female;Laptop;11 Months
657;Basic;14;03/08/2022;29/06/2023;Canada;34;Female;Smart TV;11 Months
658;Standard;13;04/08/2022;29/06/2023;United Kingdom;49;Female;Smart TV;11 Months
659;Premium;13;03/08/2022;29/06/2023;Australia;41;Male;Laptop;11 Months
660;Basic;12;27/06/2022;29/06/2023;Germany;28;Male;Smart TV;12 Months
661;Premium;14;27/06/2022;28/06/2023;France;49;Female;Laptop;12 Months
662;Basic;15;15/06/2022;29/06/2023;Brazil;49;Male;Tablet;13 Months
663;Standard;11;13/06/2022;29/06/2023;Mexico;36;Male;Tablet;13 Months
664;Standard;11;12/06/2022;30/06/2023;Spain;31;Male;Smart TV;13 Months
665;Basic;10;18/06/2022;28/06/2023;Italy;38;Male;Smartphone;13 Months
666;Premium;15;26/06/2022;29/06/2023;Spain;34;Female;Tablet;12 Months
667;Basic;11;30/06/2022;30/06/2023;Spain;51;Female;Smartphone;12 Months
668;Standard;13;03/07/2022;30/06/2023;United States;49;Male;Smart TV;12 Months
669;Premium;13;19/06/2022;28/06/2023;Canada;27;Female;Tablet;12 Months
670;Basic;10;08/06/2022;29/06/2023;United States;38;Male;Smart TV;13 Months
671;Basic;10;08/06/2022;30/06/2023;United States;51;Male;Tablet;13 Months
672;Basic;14;09/06/2022;30/06/2023;Canada;47;Female;Tablet;13 Months
673;Standard;15;09/06/2022;27/06/2023;United Kingdom;37;Male;Smartphone;13 Months
674;Premium;13;10/06/2022;28/06/2023;Australia;37;Female;Laptop;13 Months
675;Basic;11;11/06/2022;29/06/2023;Germany;39;Female;Tablet;13 Months
676;Basic;11;13/06/2022;29/06/2023;France;31;Male;Smartphone;13 Months
677;Premium;13;17/06/2022;28/06/2023;Brazil;36;Male;Smart TV;13 Months
678;Standard;15;27/06/2022;28/06/2023;Mexico;42;Female;Smart TV;12 Months
679;Standard;11;05/07/2022;29/06/2023;Spain;49;Male;Laptop;12 Months
680;Basic;15;07/07/2022;29/06/2023;Italy;44;Female;Laptop;12 Months
681;Premium;11;16/07/2022;28/06/2023;Spain;33;Male;Laptop;12 Months
682;Standard;11;23/07/2022;27/06/2023;Spain;42;Male;Tablet;11 Months
683;Basic;13;03/08/2022;29/06/2023;United States;39;Male;Smartphone;11 Months
684;Standard;10;11/08/2022;29/06/2023;Canada;49;Male;Smartphone;11 Months
685;Premium;12;15/08/2022;30/06/2023;United States;31;Male;Smartphone;11 Months
686;Basic;14;18/08/2022;28/06/2023;United States;37;Male;Tablet;10 Months
687;Premium;13;26/08/2022;29/06/2023;Canada;30;Female;Tablet;10 Months
688;Standard;10;03/09/2022;28/06/2023;United Kingdom;42;Male;Smartphone;10 Months
689;Basic;15;04/09/2022;29/06/2023;Australia;37;Female;Smart TV;10 Months
690;Standard;15;05/09/2022;30/06/2023;Germany;36;Male;Laptop;10 Months
691;Premium;11;01/09/2022;29/06/2023;France;28;Female;Laptop;10 Months
692;Basic;15;31/08/2022;30/06/2023;Brazil;36;Male;Tablet;10 Months
693;Standard;14;01/09/2022;29/06/2023;Mexico;31;Female;Tablet;10 Months
694;Premium;14;17/09/2022;01/07/2023;Spain;46;Male;Smart TV;10 Months
695;Basic;13;21/09/2022;28/06/2023;Italy;28;Male;Laptop;9 Months
696;Premium;15;29/09/2022;01/07/2023;Spain;31;Male;Tablet;9 Months
697;Basic;12;06/10/2022;29/06/2023;Spain;43;Male;Smart TV;9 Months
698;Standard;10;12/10/2022;02/07/2023;United States;28;Male;Laptop;9 Months
699;Standard;13;07/10/2022;30/06/2023;Canada;32;Female;Smartphone;9 Months
700;Basic;12;04/10/2022;30/06/2023;United States;31;Female;Laptop;9 Months
701;Premium;11;24/09/2022;28/06/2023;United States;45;Male;Smart TV;9 Months
702;Basic;14;25/09/2022;01/07/2023;Canada;36;Male;Smartphone;9 Months
703;Standard;14;27/09/2022;30/06/2023;United Kingdom;35;Male;Laptop;9 Months
704;Premium;13;30/09/2022;01/07/2023;Australia;27;Female;Tablet;9 Months
705;Basic;13;04/10/2022;28/06/2023;Germany;32;Male;Laptop;9 Months
706;Premium;12;24/10/2022;01/07/2023;France;46;Female;Smartphone;8 Months
707;Basic;12;28/10/2022;30/06/2023;Brazil;36;Male;Smart TV;8 Months
708;Standard;13;02/11/2022;01/07/2023;Mexico;39;Male;Laptop;8 Months
709;Standard;12;07/11/2022;28/06/2023;Spain;48;Female;Smart TV;8 Months
710;Basic;10;10/11/2022;30/06/2023;Italy;48;Female;Smart TV;8 Months
711;Premium;14;15/11/2022;29/06/2023;Spain;27;Female;Laptop;8 Months
712;Basic;13;08/11/2022;01/07/2023;Spain;45;Male;Tablet;8 Months
713;Standard;10;01/11/2022;27/06/2023;United States;30;Male;Laptop;8 Months
714;Premium;15;30/10/2022;29/06/2023;Canada;29;Male;Tablet;8 Months
715;Basic;12;28/10/2022;29/06/2023;United States;43;Female;Laptop;8 Months
716;Premium;10;26/10/2022;30/06/2023;United States;43;Male;Laptop;8 Months
717;Basic;15;18/10/2022;29/06/2023;Canada;39;Female;Tablet;8 Months
718;Standard;14;30/09/2022;30/06/2023;United Kingdom;27;Male;Tablet;9 Months
719;Standard;10;03/09/2022;29/06/2023;Australia;33;Female;Tablet;10 Months
720;Basic;10;23/08/2022;29/06/2023;Germany;32;Female;Tablet;10 Months
721;Premium;10;16/08/2022;29/06/2023;France;37;Female;Tablet;11 Months
722;Basic;13;11/08/2022;30/06/2023;Brazil;45;Male;Smartphone;11 Months
723;Standard;10;01/08/2022;30/06/2023;Mexico;40;Female;Smartphone;11 Months
724;Premium;14;01/08/2022;29/06/2023;Spain;44;Male;Laptop;11 Months
725;Basic;12;01/08/2022;29/06/2023;Italy;29;Female;Tablet;11 Months
726;Premium;14;02/08/2022;30/06/2023;Spain;50;Male;Laptop;11 Months
727;Basic;11;04/08/2022;29/06/2023;Spain;32;Female;Laptop;11 Months
728;Standard;14;04/08/2022;29/06/2023;United States;39;Male;Laptop;11 Months
729;Standard;15;07/07/2022;30/06/2023;Canada;43;Female;Smartphone;12 Months
730;Basic;12;27/06/2022;30/06/2023;United States;49;Female;Smartphone;12 Months
731;Premium;13;19/06/2022;29/06/2023;United States;30;Male;Tablet;13 Months
732;Basic;12;19/06/2022;29/06/2023;Canada;47;Male;Tablet;13 Months
733;Standard;10;18/06/2022;29/06/2023;United Kingdom;51;Female;Laptop;13 Months
734;Premium;14;19/06/2022;30/06/2023;Australia;40;Male;Tablet;13 Months
735;Basic;14;24/06/2022;28/06/2023;Germany;40;Male;Laptop;12 Months
736;Premium;11;30/06/2022;30/06/2023;France;49;Male;Smartphone;12 Months
737;Basic;15;02/07/2022;30/06/2023;Brazil;43;Female;Tablet;12 Months
738;Standard;14;26/06/2022;01/07/2023;Mexico;44;Female;Smartphone;12 Months
739;Standard;13;21/06/2022;28/06/2023;Spain;27;Male;Smartphone;12 Months
740;Basic;14;16/06/2022;29/06/2023;Italy;30;Male;Tablet;13 Months
741;Premium;14;09/06/2022;30/06/2023;Spain;47;Male;Smart TV;13 Months
742;Basic;13;10/06/2022;30/06/2023;Spain;51;Male;Smartphone;13 Months
743;Standard;15;10/06/2022;28/06/2023;United States;31;Female;Laptop;13 Months
744;Premium;13;11/06/2022;29/06/2023;Canada;34;Female;Tablet;13 Months
745;Basic;11;12/06/2022;30/06/2023;United States;28;Female;Laptop;13 Months
746;Basic;15;15/06/2022;30/06/2023;United States;32;Male;Smartphone;13 Months
747;Basic;11;25/06/2022;29/06/2023;Canada;41;Male;Smart TV;12 Months
748;Standard;13;30/06/2022;28/06/2023;United Kingdom;40;Male;Smart TV;12 Months
749;Premium;12;06/07/2022;30/06/2023;Australia;46;Male;Smart TV;12 Months
750;Basic;13;09/07/2022;29/06/2023;Germany;47;Male;Smart TV;12 Months
751;Basic;14;18/07/2022;29/06/2023;France;45;Female;Laptop;12 Months
752;Premium;10;24/07/2022;28/06/2023;Brazil;28;Female;Smartphone;11 Months
753;Standard;12;27/07/2022;30/06/2023;Mexico;43;Female;Smartphone;11 Months
754;Standard;11;10/08/2022;29/06/2023;Spain;41;Male;Laptop;11 Months
755;Basic;13;16/08/2022;30/06/2023;Italy;32;Male;Tablet;11 Months
756;Premium;14;23/08/2022;29/06/2023;Spain;44;Female;Smartphone;10 Months
757;Standard;11;03/09/2022;30/06/2023;Spain;32;Male;Laptop;10 Months
758;Basic;12;04/09/2022;29/06/2023;United States;47;Male;Laptop;10 Months
759;Standard;14;05/09/2022;29/06/2023;Canada;37;Male;Smart TV;10 Months
760;Premium;13;04/09/2022;01/07/2023;United States;40;Female;Smartphone;10 Months
761;Basic;11;31/08/2022;29/06/2023;United States;48;Female;Smart TV;10 Months
762;Premium;10;01/09/2022;02/07/2023;Canada;48;Male;Laptop;10 Months
763;Standard;10;15/09/2022;29/06/2023;United Kingdom;35;Male;Laptop;10 Months
764;Basic;15;18/09/2022;03/07/2023;Australia;28;Male;Smart TV;10 Months
765;Standard;11;28/09/2022;29/06/2023;Germany;35;Female;Smart TV;9 Months
766;Premium;13;30/09/2022;01/07/2023;France;43;Male;Smartphone;9 Months
767;Basic;15;07/10/2022;29/06/2023;Brazil;39;Male;Laptop;9 Months
768;Standard;10;08/10/2022;02/07/2023;Mexico;38;Female;Laptop;9 Months
769;Premium;14;08/10/2022;30/06/2023;Spain;36;Female;Smart TV;9 Months
770;Basic;11;03/10/2022;01/07/2023;Italy;42;Female;Laptop;9 Months
771;Premium;14;04/10/2022;28/06/2023;Spain;27;Male;Tablet;9 Months
772;Basic;12;02/10/2022;01/07/2023;Spain;48;Male;Laptop;9 Months
773;Standard;13;01/10/2022;30/06/2023;United States;27;Female;Smart TV;9 Months
774;Standard;15;03/10/2022;02/07/2023;Canada;49;Male;Smartphone;9 Months
775;Basic;11;20/10/2022;28/06/2023;United States;29;Male;Tablet;8 Months
776;Premium;11;21/10/2022;01/07/2023;United States;44;Male;Laptop;8 Months
777;Basic;11;28/10/2022;30/06/2023;Canada;31;Male;Smartphone;8 Months
778;Standard;13;03/11/2022;01/07/2023;United Kingdom;33;Male;Tablet;8 Months
779;Premium;10;07/11/2022;28/06/2023;Australia;36;Female;Smart TV;8 Months
780;Basic;15;12/11/2022;30/06/2023;Germany;43;Female;Laptop;8 Months
781;Premium;14;13/11/2022;29/06/2023;France;30;Female;Smartphone;8 Months
782;Basic;13;02/11/2022;01/07/2023;Brazil;44;Female;Laptop;8 Months
783;Standard;13;01/11/2022;29/06/2023;Mexico;37;Female;Laptop;8 Months
784;Standard;14;31/10/2022;30/06/2023;Spain;27;Male;Laptop;8 Months
785;Basic;12;28/10/2022;29/06/2023;Italy;35;Female;Laptop;8 Months
786;Premium;13;24/10/2022;30/06/2023;Spain;32;Male;Smart TV;8 Months
787;Basic;12;03/10/2022;29/06/2023;Spain;49;Female;Laptop;9 Months
788;Standard;12;13/09/2022;30/06/2023;United States;45;Female;Tablet;10 Months
789;Premium;11;02/09/2022;30/06/2023;Canada;33;Female;Smartphone;10 Months
790;Basic;14;30/08/2022;30/06/2023;United States;37;Female;Smartphone;10 Months
791;Premium;15;25/08/2022;30/06/2023;United States;29;Male;Smartphone;10 Months
792;Basic;12;11/08/2022;30/06/2023;Canada;45;Male;Smart TV;11 Months
793;Standard;11;05/08/2022;30/06/2023;United Kingdom;42;Female;Smartphone;11 Months
794;Standard;12;02/08/2022;30/06/2023;Australia;32;Female;Smart TV;11 Months
795;Basic;11;03/08/2022;01/07/2023;Germany;47;Male;Smartphone;11 Months
796;Premium;12;04/08/2022;01/07/2023;France;27;Male;Smart TV;11 Months
797;Basic;10;05/08/2022;30/06/2023;Brazil;35;Male;Tablet;11 Months
798;Standard;15;12/07/2022;30/06/2023;Mexico;35;Male;Laptop;12 Months
799;Premium;10;02/07/2022;30/06/2023;Spain;48;Male;Tablet;12 Months
800;Basic;12;26/06/2022;30/06/2023;Italy;36;Male;Smartphone;12 Months
801;Premium;10;22/06/2022;29/06/2023;Spain;46;Male;Smartphone;12 Months
802;Basic;13;22/06/2022;30/06/2023;Spain;33;Female;Smartphone;12 Months
803;Standard;14;19/06/2022;01/07/2023;United States;43;Male;Smart TV;13 Months
804;Standard;14;22/06/2022;02/07/2023;Canada;47;Female;Smartphone;13 Months
805;Basic;15;27/06/2022;28/06/2023;United States;39;Female;Laptop;12 Months
806;Premium;15;01/07/2022;30/06/2023;United States;30;Female;Laptop;12 Months
807;Basic;11;28/06/2022;30/06/2023;Canada;46;Male;Tablet;12 Months
808;Standard;13;25/06/2022;01/07/2023;United Kingdom;39;Male;Smart TV;12 Months
809;Premium;10;22/06/2022;28/06/2023;Australia;28;Male;Smartphone;12 Months
810;Basic;13;09/06/2022;29/06/2023;Germany;38;Male;Smartphone;13 Months
811;Premium;13;10/06/2022;30/06/2023;France;36;Male;Laptop;13 Months
812;Basic;15;11/06/2022;01/07/2023;Brazil;33;Male;Laptop;13 Months
813;Standard;10;11/06/2022;28/06/2023;Mexico;50;Male;Smartphone;13 Months
814;Standard;10;12/06/2022;29/06/2023;Spain;38;Male;Smartphone;13 Months
815;Basic;15;13/06/2022;30/06/2023;Italy;29;Male;Smartphone;13 Months
816;Premium;15;18/06/2022;30/06/2023;Spain;47;Female;Smart TV;13 Months
817;Basic;15;29/06/2022;30/06/2023;Spain;31;Female;Tablet;12 Months
818;Standard;13;30/06/2022;28/06/2023;United States;40;Male;Tablet;12 Months
819;Premium;14;01/07/2022;01/07/2023;Canada;50;Male;Laptop;12 Months
820;Basic;11;07/07/2022;30/06/2023;United States;43;Female;Tablet;12 Months
821;Basic;12;13/07/2022;29/06/2023;United States;35;Female;Laptop;12 Months
822;Basic;11;24/07/2022;29/06/2023;Canada;36;Male;Laptop;11 Months
823;Standard;15;29/07/2022;30/06/2023;United Kingdom;30;Male;Smartphone;11 Months
824;Premium;13;31/07/2022;30/06/2023;Australia;47;Female;Smartphone;11 Months
825;Basic;12;09/08/2022;30/06/2023;Germany;30;Female;Laptop;11 Months
826;Basic;11;18/08/2022;01/07/2023;France;37;Male;Smart TV;11 Months
827;Premium;15;20/08/2022;30/06/2023;Brazil;34;Male;Smartphone;10 Months
828;Standard;15;30/08/2022;30/06/2023;Mexico;33;Female;Smart TV;10 Months
829;Standard;10;01/09/2022;29/06/2023;Spain;31;Male;Tablet;10 Months
830;Basic;13;02/09/2022;03/07/2023;Italy;30;Female;Smartphone;10 Months
831;Premium;10;02/09/2022;29/06/2023;Spain;35;Male;Smartphone;10 Months
832;Standard;14;15/09/2022;02/07/2023;Spain;40;Female;Tablet;10 Months
833;Basic;13;17/09/2022;29/06/2023;United States;29;Male;Smartphone;10 Months
834;Standard;14;26/09/2022;03/07/2023;Canada;34;Female;Smart TV;9 Months
835;Premium;12;27/09/2022;29/06/2023;United States;31;Male;Laptop;9 Months
836;Basic;15;04/10/2022;01/07/2023;United States;28;Male;Laptop;9 Months
837;Premium;12;06/10/2022;29/06/2023;Canada;46;Female;Smart TV;9 Months
838;Standard;11;07/10/2022;02/07/2023;United Kingdom;38;Male;Smartphone;9 Months
839;Basic;13;06/10/2022;30/06/2023;Australia;35;Female;Laptop;9 Months
840;Standard;15;07/10/2022;03/07/2023;Germany;49;Male;Smartphone;9 Months
841;Premium;13;06/10/2022;29/06/2023;France;42;Male;Smartphone;9 Months
842;Basic;14;06/10/2022;02/07/2023;Brazil;37;Female;Laptop;9 Months
843;Standard;13;04/10/2022;01/07/2023;Mexico;39;Female;Smartphone;9 Months
844;Premium;10;14/10/2022;02/07/2023;Spain;47;Female;Smart TV;9 Months
845;Basic;12;19/10/2022;29/06/2023;Italy;49;Male;Smartphone;8 Months
846;Premium;12;21/10/2022;01/07/2023;Spain;35;Male;Laptop;8 Months
847;Basic;11;28/10/2022;30/06/2023;Spain;36;Female;Smart TV;8 Months
848;Standard;11;01/11/2022;02/07/2023;United States;40;Male;Tablet;8 Months
849;Standard;10;12/11/2022;29/06/2023;Canada;30;Female;Smart TV;8 Months
850;Basic;13;13/11/2022;30/06/2023;United States;51;Female;Smart TV;8 Months
851;Premium;15;09/11/2022;30/06/2023;United States;47;Male;Laptop;8 Months
852;Basic;12;08/11/2022;01/07/2023;Canada;47;Female;Laptop;8 Months
853;Standard;14;06/11/2022;30/06/2023;United Kingdom;39;Male;Tablet;8 Months
854;Premium;10;07/11/2022;30/06/2023;Australia;49;Male;Smart TV;8 Months
855;Basic;12;02/11/2022;01/07/2023;Germany;33;Male;Laptop;8 Months
856;Premium;10;06/10/2022;30/06/2023;France;32;Female;Smart TV;9 Months
857;Basic;15;16/09/2022;30/06/2023;Brazil;40;Male;Smartphone;10 Months
858;Standard;14;10/09/2022;30/06/2023;Mexico;40;Female;Laptop;10 Months
859;Standard;12;04/09/2022;30/06/2023;Spain;51;Female;Tablet;10 Months
860;Basic;13;26/08/2022;01/07/2023;Italy;50;Male;Smart TV;10 Months
861;Premium;14;14/08/2022;01/07/2023;Spain;50;Female;Smart TV;11 Months
862;Basic;14;12/08/2022;01/07/2023;Spain;47;Male;Smartphone;11 Months
863;Standard;12;10/08/2022;30/06/2023;United States;35;Male;Laptop;11 Months
864;Premium;11;10/08/2022;01/07/2023;Canada;31;Male;Tablet;11 Months
865;Basic;15;04/08/2022;01/07/2023;United States;36;Male;Smartphone;11 Months
866;Premium;10;05/08/2022;01/07/2023;United States;41;Female;Smart TV;11 Months
867;Basic;13;17/07/2022;30/06/2023;Canada;49;Female;Tablet;12 Months
868;Standard;12;16/07/2022;01/07/2023;United Kingdom;34;Female;Tablet;12 Months
869;Standard;15;13/07/2022;01/07/2023;Australia;30;Female;Tablet;12 Months
870;Basic;13;03/07/2022;02/07/2023;Germany;38;Male;Laptop;12 Months
871;Premium;11;24/06/2022;29/06/2023;France;45;Male;Tablet;12 Months
872;Basic;14;21/06/2022;01/07/2023;Brazil;42;Female;Laptop;13 Months
873;Standard;10;22/06/2022;01/07/2023;Mexico;42;Female;Smart TV;12 Months
874;Premium;10;23/06/2022;02/07/2023;Spain;31;Male;Smart TV;12 Months
875;Basic;14;26/06/2022;29/06/2023;Italy;28;Male;Smart TV;12 Months
876;Premium;11;27/06/2022;30/06/2023;Spain;44;Male;Tablet;12 Months
877;Basic;13;28/06/2022;01/07/2023;Spain;30;Male;Smart TV;12 Months
878;Standard;13;28/06/2022;02/07/2023;United States;33;Male;Smartphone;12 Months
879;Standard;12;18/06/2022;29/06/2023;Canada;42;Female;Tablet;13 Months
880;Basic;11;11/06/2022;30/06/2023;United States;31;Male;Smart TV;13 Months
881;Premium;11;11/06/2022;01/07/2023;United States;31;Female;Smartphone;13 Months
882;Basic;13;12/06/2022;01/07/2023;Canada;46;Female;Smart TV;13 Months
883;Standard;15;13/06/2022;29/06/2023;United Kingdom;28;Female;Tablet;13 Months
884;Premium;11;13/06/2022;29/06/2023;Australia;50;Male;Tablet;13 Months
885;Basic;11;18/06/2022;02/07/2023;Germany;34;Male;Tablet;13 Months
886;Premium;15;23/06/2022;30/06/2023;France;45;Female;Smart TV;12 Months
887;Basic;12;26/06/2022;30/06/2023;Brazil;38;Female;Laptop;12 Months
888;Standard;13;29/06/2022;29/06/2023;Mexico;42;Female;Laptop;12 Months
889;Standard;10;02/07/2022;01/07/2023;Spain;45;Female;Smartphone;12 Months
890;Basic;10;06/07/2022;30/06/2023;Italy;44;Male;Smart TV;12 Months
891;Premium;14;18/07/2022;30/06/2023;Spain;50;Female;Smart TV;12 Months
892;Basic;15;29/07/2022;30/06/2023;Spain;38;Male;Tablet;11 Months
893;Standard;13;30/07/2022;01/07/2023;United States;42;Female;Smart TV;11 Months
894;Premium;13;03/08/2022;01/07/2023;Canada;50;Male;Smart TV;11 Months
895;Basic;10;15/08/2022;30/06/2023;United States;30;Male;Smartphone;11 Months
896;Basic;10;20/08/2022;01/07/2023;United States;47;Female;Smartphone;11 Months
897;Basic;14;21/08/2022;30/06/2023;Canada;32;Female;Laptop;10 Months
898;Standard;11;30/08/2022;02/07/2023;United Kingdom;31;Female;Tablet;10 Months
899;Premium;15;01/09/2022;29/06/2023;Australia;37;Male;Laptop;10 Months
900;Basic;14;02/09/2022;03/07/2023;Germany;32;Female;Smartphone;10 Months
901;Basic;12;04/09/2022;30/06/2023;France;29;Male;Smartphone;10 Months
902;Premium;12;10/09/2022;02/07/2023;Brazil;28;Male;Tablet;10 Months
903;Standard;11;25/09/2022;29/06/2023;Mexico;42;Male;Laptop;9 Months
904;Standard;12;27/09/2022;03/07/2023;Spain;37;Male;Tablet;9 Months
905;Basic;13;01/10/2022;30/06/2023;Italy;38;Female;Laptop;9 Months
906;Premium;13;06/10/2022;02/07/2023;Spain;32;Male;Smart TV;9 Months
907;Standard;15;07/10/2022;30/06/2023;Spain;48;Male;Laptop;9 Months
908;Basic;13;08/10/2022;03/07/2023;United States;46;Female;Smart TV;9 Months
909;Standard;14;08/10/2022;01/07/2023;Canada;30;Male;Tablet;9 Months
910;Premium;10;08/10/2022;03/07/2023;United States;40;Female;Smart TV;9 Months
911;Basic;13;08/10/2022;29/06/2023;United States;29;Male;Smart TV;9 Months
912;Premium;15;08/10/2022;02/07/2023;Canada;41;Male;Tablet;9 Months
913;Standard;15;10/10/2022;01/07/2023;United Kingdom;32;Male;Laptop;9 Months
914;Basic;12;19/10/2022;02/07/2023;Australia;44;Female;Smart TV;9 Months
915;Standard;15;20/10/2022;29/06/2023;Germany;41;Male;Laptop;8 Months
916;Premium;12;26/10/2022;01/07/2023;France;50;Female;Smartphone;8 Months
917;Basic;14;29/10/2022;30/06/2023;Brazil;33;Female;Tablet;8 Months
918;Standard;10;31/10/2022;02/07/2023;Mexico;34;Female;Smart TV;8 Months
919;Premium;15;11/11/2022;29/06/2023;Spain;40;Male;Smartphone;8 Months
920;Basic;14;09/11/2022;01/07/2023;Italy;34;Female;Tablet;8 Months
921;Premium;14;09/11/2022;01/07/2023;Spain;27;Female;Smart TV;8 Months
922;Basic;13;07/11/2022;01/07/2023;Spain;34;Male;Tablet;8 Months
923;Standard;13;08/11/2022;30/06/2023;United States;28;Male;Tablet;8 Months
924;Standard;14;05/11/2022;01/07/2023;Canada;37;Female;Smart TV;8 Months
925;Basic;10;25/10/2022;01/07/2023;United States;27;Female;Laptop;8 Months
926;Premium;13;23/10/2022;02/07/2023;United States;33;Female;Laptop;8 Months
927;Basic;11;20/10/2022;02/07/2023;Canada;42;Male;Laptop;9 Months
928;Standard;11;14/10/2022;01/07/2023;United Kingdom;49;Male;Smartphone;9 Months
929;Premium;13;29/08/2022;30/06/2023;Australia;44;Male;Smart TV;10 Months
930;Basic;10;18/08/2022;01/07/2023;Germany;47;Male;Laptop;11 Months
931;Premium;13;13/08/2022;02/07/2023;France;33;Male;Laptop;11 Months
932;Basic;11;11/08/2022;02/07/2023;Brazil;37;Male;Smart TV;11 Months
933;Standard;10;11/08/2022;01/07/2023;Mexico;35;Male;Laptop;11 Months
934;Standard;11;06/08/2022;01/07/2023;Spain;34;Female;Smartphone;11 Months
935;Basic;10;07/08/2022;02/07/2023;Italy;44;Male;Smartphone;11 Months
936;Premium;15;18/07/2022;02/07/2023;Spain;29;Male;Tablet;12 Months
937;Basic;10;17/07/2022;30/06/2023;Spain;38;Male;Smartphone;12 Months
938;Standard;14;15/07/2022;02/07/2023;United States;46;Male;Smart TV;12 Months
939;Premium;10;14/07/2022;02/07/2023;Canada;29;Male;Tablet;12 Months
940;Basic;12;26/06/2022;03/07/2023;United States;48;Female;Smart TV;12 Months
941;Premium;10;26/06/2022;29/06/2023;United States;36;Male;Smart TV;12 Months
942;Basic;12;22/06/2022;01/07/2023;Canada;43;Male;Laptop;12 Months
943;Standard;15;23/06/2022;01/07/2023;United Kingdom;42;Female;Smart TV;12 Months
944;Standard;10;24/06/2022;02/07/2023;Australia;50;Male;Tablet;12 Months
945;Basic;13;26/06/2022;29/06/2023;Germany;39;Male;Laptop;12 Months
946;Premium;14;28/06/2022;01/07/2023;France;43;Female;Laptop;12 Months
947;Basic;10;29/06/2022;02/07/2023;Brazil;50;Female;Tablet;12 Months
948;Standard;12;26/06/2022;02/07/2023;Mexico;51;Male;Laptop;12 Months
949;Premium;14;26/06/2022;30/06/2023;Spain;40;Male;Tablet;12 Months
950;Basic;10;20/06/2022;30/06/2023;Italy;31;Male;Tablet;13 Months
951;Premium;12;18/06/2022;03/07/2023;Spain;39;Female;Smartphone;13 Months
952;Basic;10;16/06/2022;01/07/2023;Spain;49;Female;Tablet;13 Months
953;Standard;10;16/06/2022;30/06/2023;United States;34;Female;Laptop;13 Months
954;Standard;13;17/06/2022;30/06/2023;Canada;38;Male;Smartphone;13 Months
955;Basic;15;20/06/2022;02/07/2023;United States;36;Female;Laptop;13 Months
956;Premium;10;24/06/2022;01/07/2023;United States;42;Female;Smart TV;12 Months
957;Basic;14;27/06/2022;01/07/2023;Canada;50;Male;Tablet;12 Months
958;Standard;10;02/07/2022;01/07/2023;United Kingdom;42;Female;Laptop;12 Months
959;Premium;14;04/07/2022;02/07/2023;Australia;35;Female;Laptop;12 Months
960;Basic;15;15/07/2022;30/06/2023;Germany;46;Female;Tablet;12 Months
961;Premium;15;23/07/2022;01/07/2023;France;48;Male;Laptop;11 Months
962;Basic;12;29/07/2022;01/07/2023;Brazil;43;Female;Laptop;11 Months
963;Standard;13;01/08/2022;01/07/2023;Mexico;51;Female;Tablet;11 Months
964;Standard;13;12/08/2022;03/07/2023;Spain;45;Male;Smart TV;11 Months
